Ontario corporation number,"Incorporation date (year, month, day)",Co-operative name,Cooperative type,Suite number,Street number,Street name,P.O. box / RR# / other,City / town,Provincial code,Country code,Postal code
522623,19901003,"Jarvis-George Housing Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",279,Jarvis Street,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M5B 2P2 
522624,19901003,"Huron-Perth Cattle Feeders� Co-Operative <abbr title=""Limited"">Ltd.</abbr>",Financing Co-operatives,"<abbr title=""not available"">N/A</abbr>",42659,Walton Road,"<abbr title=""not available"">N/A</abbr>",Walton,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N0K 1Z0 
522625,19901010,"Dove Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",41,Victoria Street,"<abbr title=""not available"">N/A</abbr>",Welland,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L3B 4L7 
522626,19901010,"La Cooperative D�Habitations Des Voyageurs <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,201,109,Elm,"<abbr title=""not available"">N/A</abbr>",Sudbury,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",P3C 1T4 
522627,19901024,"Machell�s Corners Housing Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",165,Preston Thompson Place,"<abbr title=""not available"">N/A</abbr>",Aurora,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L4G 6T1
522629,19901101,"Fantasy Co-Operative Homes (Sudbury) <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,201,109,"Elm <abbr title=""Street"">St</abbr>","<abbr title=""not available"">N/A</abbr>",Sudbury,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",P3C 1T4 
522630,19901101,Eastern Canada Kanadier Clothing Co-Operative Corporation,Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",16,"Talbot <abbr title=""Street"">St</abbr> East","<abbr title=""not available"">N/A</abbr>",Aylmer,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N5H 1H4 
522631,19901102,"Birch Glen Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",1160,Dorval Drive,Office,Oakville,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L6M 3E9 
522632,19901106,"Mariner�s Co-Operative Homes (Leamington) <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",282,Sherk Street,"<abbr title=""not available"">N/A</abbr>",Leamington,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N8H 5C6 
522633,19901108,"Quality Lamb Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Marketing Co-operatives,"<abbr title=""not available"">N/A</abbr>","<abbr title=""not available"">N/A</abbr>","<abbr title=""not available"">N/A</abbr>","<abbr title=""Regional Road"">R.R.</abbr> #4, Lot 42 1<sup>st</sup> Con Ndr",Kincardine,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N2Z 2X5 
522634,19901115,Moshav Noam Non-Profit Co-Operative Housing Corporation,Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",525,Lawrence Avenue West,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M6A 3E1 
522635,19901120,"Nancy Pocock Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",290,Shuter Street,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M5A 1W7 
522637,19901126,"<abbr title=""Saint"">St.</abbr> Charles Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",41,Victoria Street,"<abbr title=""not available"">N/A</abbr>",Welland,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L3B 4L7 
522638,19901126,"Border Towne Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",41,Victoria Street,"<abbr title=""not available"">N/A</abbr>",Welland,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L3B 4L7 
522639,19901127,"Twin County Feeder Finance Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Financing Co-operatives,"<abbr title=""not available"">N/A</abbr>","<abbr title=""not available"">N/A</abbr>","<abbr title=""not available"">N/A</abbr>","<abbr title=""Regional Road"">R.R.</abbr> #4, Keady",Tara,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N0H 2N0 
522640,19901127,"Bruce Feeder Finance Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Financing Co-operatives,"<abbr title=""not available"">N/A</abbr>",58,1St Avenue South,"<abbr title=""not available"">N/A</abbr>",Chesley,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N0G 1L0 
522641,19901128,"David Lewis Housing Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",188,Main Street,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M4E 2W1 
522642,19901207,"Bridge End Housing Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,17,90,Chapman Court,"<abbr title=""not available"">N/A</abbr>",London,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N6G 4X5 
522643,19901212,"Greenvale Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",61,"Francis Creek <abbr title=""Boulevard"">Blvd</abbr>","<abbr title=""not available"">N/A</abbr>","<abbr title=""Saint"">St.</abbr> Catharines","<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L2W 1B8 
522644,19901213,"55 Howard Park Avenue Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",55,Howard Park Avenue,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M6R 1V4 
522645,19901213,"Skyline Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",41,Victoria St,"<abbr title=""not available"">N/A</abbr>",Welland,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L3B 4L7
522646,19901214,"Park Street Early Childhood Education Co-Operative Of Orillia, <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>","<abbr title=""not available"">N/A</abbr>",Park Street,"<abbr title=""not available"">N/A</abbr>",Orillia,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L3V 5W1 
522647,19901217,"Pinecroft Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,37A,85,Westland Street,"<abbr title=""not available"">N/A</abbr>","<abbr title=""Saint"">St.</abbr> Catharines","<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L2S 3X3 
522648,19901219,"Javelin Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",615,"William <abbr title=""Street"">St</abbr>","<abbr title=""not available"">N/A</abbr>",Midland,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L4R 5E8 
522649,19901221,"Consideration Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,4,22,Beatrice Street East,"<abbr title=""not available"">N/A</abbr>",Oshawa,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L1G 7X6 
522650,19901221,"Otter Creek Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,30,835,"Mcquay <abbr title=""Boulevard"">Blvd</abbr>","<abbr title=""not available"">N/A</abbr>",Whitby,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L1P 1L6 
522651,19910108,"Market Fields Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",290,Shuter Street,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M5A 1W7 
522652,19910109,"Chegoggin Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",11,"Church <abbr title=""Street"">St</abbr> West",P2-Admin,Brampton,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L6X 4J7 
522654,19910114,"Stratford Cygnets Co-Operative Preschool <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",175,Waterloo Street South,"<abbr title=""not available"">N/A</abbr>",Stratford,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N5A 4B5 
522655,19910115,"Seaforth Co-Operative Children�s Centre . <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",82,"Chalk <abbr title=""Street"">St</abbr> North","<abbr title=""not available"">N/A</abbr>",Seaforth,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N0K 1W0 
522657,19910122,"Festival City Co-Operative Nursery School <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",59,Bedford Drive,"<abbr title=""not available"">N/A</abbr>",Stratford,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N5A 5J7 
522658,19910125,"Cooperative Para-Scolaire Vanier Co-Operative School-Age Program <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",260,Levis Avenue,"<abbr title=""not available"">N/A</abbr>",Vanier,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K1L 6H8 
522659,19910131,"Oak Park Co-Operative Children�s Centre, <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",1040,Oxford Street West,"<abbr title=""not available"">N/A</abbr>",London,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N6H 1V4 
522660,19910204,Ailsa Craig And District Co-Operative Playschool Incorporated,Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",155,Annie Ada Shipley Street,"<abbr title=""not available"">N/A</abbr>",Ailsa Craig,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N0M 1A0 
522661,19910212,"La Cooperative D�Habitation Antigonish <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,31,429,Notre Dame Street West,"<abbr title=""not available"">N/A</abbr>",Azilda,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",P0M 1B0 
522662,19910212,"Forestwood Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",1186,Forestwood Drive,"<abbr title=""not available"">N/A</abbr>",Mississauga,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L5C 1H7 
522663,19910228,"Lebanese Co-Operative Centre <abbr title=""Limited"">Ltd.</abbr>",Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",2437,Central Avenue,"<abbr title=""not available"">N/A</abbr>",Windsor,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N8W 4J3 
522664,19910225,"Fife Road Co-Operative Homes, <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,44,190,Fife Road,"<abbr title=""not available"">N/A</abbr>",Guelph,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N1H 8L4 
522665,19910301,"Hickory Tree Road Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",111,Hickory Tree Road,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M9N 3P9 
522666,19910304,Northridge Co-Operative Playschool Incorporated,Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",1470,Glenora Drive,"<abbr title=""not available"">N/A</abbr>",London,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N5X 1V2 
522668,19911223,"Ansar Co-Operative Housing Corporation <abbr title=""Limited"">Ltd.</abbr>",Housing Co-operatives,320,1825,Markham Road,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M1B 4Z9
522670,19910403,Tinker Tots Co-Operative Nursery School Incorporated,Childcare Co-operatives,1,85,York Street,"<abbr title=""not available"">N/A</abbr>",Hensall,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N0M 1X0 
522671,19910403,"West London Co-Operative Preschool <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",555,Springbank Drive,"<abbr title=""not available"">N/A</abbr>",London,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N6J 1E4
522673,19910410,"Rean Park Housing Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",188,Main Street,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M4E 2W1 
522674,19910410,"Clark Orchard Housing Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",188,"Main <abbr title=""Street"">St</abbr>","<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M4E 2W1 
522676,19910422,"Sheppards Ridge Co-Operative Housing <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",188,"Main <abbr title=""Street"">St</abbr>","<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M4E 2W1 
522677,19910422,"The Home Wood Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",24,Edmund Crescent,"<abbr title=""not available"">N/A</abbr>",Richmond Hill,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L4B 2X8 
522678,19910423,"Kaleidoscope Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,96,1115,Maclean Drive,"<abbr title=""not available"">N/A</abbr>",Timmins,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",P4P 1H7 
522680,19910429,"Waverley Manor Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,203,485,Kingston Road,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M4L 1V6 
522681,19910501,"Pringle Station Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,302,101,"Dundas <abbr title=""Street"">St</abbr> West","<abbr title=""not available"">N/A</abbr>",Whitby,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L1N 2M2 
522682,19910503,"Raiffeisen Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",151,Mont Adam,"<abbr title=""not available"">N/A</abbr>",Sudbury,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",P3B 4J9 
522684,19910507,Dobbin Housing Co-Operative Incorporated,Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",200,"Isabella <abbr title=""Street"">St</abbr>","<abbr title=""not available"">N/A</abbr>",Ottawa,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K1S 1V7 
522685,19910507,"Field Fare Co-Operative Store <abbr title=""Incorporated"">Inc.</abbr>",Consumer Co-operatives,"<abbr title=""not available"">N/A</abbr>",577,Hamilton Road,"<abbr title=""not available"">N/A</abbr>",London,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N5Z 1S5 
522686,19910507,"Leonard Avenue Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",188,"Main <abbr title=""Street"">St</abbr>","<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M4E 2W1 
522687,19910517,"La Cooperative D�Habitation Aux Melezes Rouges <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,201,109,Rue Elm,"<abbr title=""not available"">N/A</abbr>",Sudbury,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",P3C 1T4 
522688,19910524,"Labourers� Local 506 Jane/Weston Housing Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,307,25,"Cecil <abbr title=""Street"">St</abbr>","<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M5T 1N1 
522689,19910524,"123 Look At Me Co-Operative Nursery School <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",465,Maitland Avenue South,"<abbr title=""not available"">N/A</abbr>",Listowel,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N4W 2M7 
522690,19910610,"Fenelon Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,302,101,"Dundas <abbr title=""Street"">St</abbr> West","<abbr title=""not available"">N/A</abbr>",Whitby,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L1N 2M2 
522692,19910606,"London Town Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,74,550,Sarnia Road,"<abbr title=""not available"">N/A</abbr>",London,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N6G 4X6 
522693,19910607,"Peggy And Andrew Brewin Housing Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,100,77,"Charles <abbr title=""Street"">St</abbr> East","<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M4Y 2Z7 
522694,19910619,"Kubayshiwin Housing Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,201,109,"Elm <abbr title=""Street"">St</abbr>","<abbr title=""not available"">N/A</abbr>",Sudbury,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",P3C 1T4 
522695,19910620,"East Central Feeder Co-Operative <abbr title=""Limited"">Ltd.</abbr>",Financing Co-operatives,"<abbr title=""not available"">N/A</abbr>",975,Monarch Road,"<abbr title=""not available"">N/A</abbr>",Lindsay,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K9V 4R1 
522696,19910626,"Duncan Mills Labourers� Local 183 Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",2040,Don Mills Road,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M3A 3R7 
522697,19910703,"Lavender Lane Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,20,61,Second Street,"<abbr title=""not available"">N/A</abbr>",Orangeville,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L9W 4W1 
